haben||avoir|||||
ich habe||j'ai|||||
du hast||tu as|||||
er hat||il a|||||
sie hat||elle a|||||
wir haben||nous avons|||||
ihr habt||vous avez|||||
sie haben||ils ont|||||
sie haben||elles ont|||||
es gibt||il y a|||||
Hunger haben||avoir faim|||||
Durst haben||avoir soif|||||
der Hunger||la faim|||||
der Durst||la soif|||||
jemandem ist warm||avoir chaud|||||
jemandem ist kalt||avoir froid|||||
