dieser Hund||ce chien|||||
dieser Mann||cet homme|||||
dieser Bär||cet ours|||||
diese Frau||cette femme|||||
diese Hunde||ces chiens|||||
diese Männer||ces hommes|||||
diese Bären||ces ours|||||
diese Frauen||ces femmes|||||
(jemanden) lieben||aimer (quelqu'un)|||||
(etwas) mögen||aimer (quelque chose)|||||
hassen||détester|||||
